/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
els_02_12_byf1sch

/* Total Record Length */
3561

/* Variable Names, Locations, and Descriptions */
SCH_ID         73-76         School ID
BYF01G
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01H
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01I
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF01J
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF02
   1 = "Whisper"
   2 = "Normal conversation"
   3 = "Yelling"
   4 = "Busy street"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF03A
   1 = "Yes, observed inside"
   2 = "Yes, observed outside"
   3 = "Yes, observed both inside and outside"
   4 = "No, did not observe"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF03B
   1 = "Yes, observed inside"
   2 = "Yes, observed outside"
   3 = "Yes, observed both inside and outside"
   4 = "No, did not observe"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF03C
   1 = "Yes, observed inside"
   2 = "Yes, observed outside"
   3 = "Yes, observed both inside and outside"
   4 = "No, did not observe"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF03D
   1 = "Yes, observed inside"
   2 = "Yes, observed outside"
   3 = "Yes, observed both inside and outside"
   4 = "No, did not observe"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04A
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04B
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04C
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04D
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04E
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04F
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF04G
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05A
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05B
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05C
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05D
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05E
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05F
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05G
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05H
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05I
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05J
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF05K
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF06A
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF06B
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF06C
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF06D
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF07
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF08A
   0 = "0 entrances/exits"
   1 = "1 entrance/exit"
   2 = "2 entrances/exits"
   3 = "3 entrances/exits"
   4 = "4 entrances/exits"
   5 = "5 entrances/exits"
   6 = "6 entrances/exits"
   7 = "7 entrances/exits"
   8 = "8 entrances/exits"
   9 = "9 entrances/exits"
   10 = "10 or more entrances/exits"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF08B
   0 = "0 entrances/exits"
   1 = "1 entrance/exit"
   2 = "2 entrances/exits"
   3 = "3 entrances/exits"
   4 = "4 entrances/exits"
   5 = "5 entrances/exits"
   6 = "6 entrances/exits"
   7 = "7 entrances/exits"
   8 = "8 entrances/exits"
   10 = "10 or more entrances/exits"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF08C
   0 = "0 entrances/exits"
   1 = "1 entrance/exit"
   2 = "2 entrances/exits"
   3 = "3 entrances/exits"
   4 = "4 entrances/exits"
   5 = "5 entrances/exits"
   6 = "6 entrances/exits"
   8 = "8 entrances/exits"
   10 = "10 or more entrances/exits"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF08D
   0 = "0 entrances/exits"
   1 = "1 entrance/exit"
   2 = "2 entrances/exits"
   3 = "3 entrances/exits"
   4 = "4 entrances/exits"
   5 = "5 entrances/exits"
   6 = "6 entrances/exits"
   7 = "7 entrances/exits"
   10 = "10 or more entrances/exits"
   -3 = "Item legitimate skip/NA"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF09A
   1 = "None"
   2 = "A little"
   3 = "Some"
   4 = "A lot"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF09B
   1 = "None"
   2 = "A little"
   3 = "Some"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF09C
   1 = "None"
   2 = "A little"
   3 = "Some"
   4 = "A lot"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF09D
   1 = "None"
   2 = "A little"
   3 = "Some"
   4 = "A lot"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF09E
   1 = "None"
   2 = "A little"
   3 = "Some"
   4 = "A lot"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10A
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10B
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10C
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10D
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10E
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10F
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10G
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10H
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10I
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10J
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10K
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10L
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYF10M
   0 = "No"
   1 = "Yes"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYFTTP
   1 = "0-10 teachers"
   2 = "11-20 teachers"
   3 = "21-30 teachers"
   4 = "31-45 teachers"
   5 = "46-60 teachers"
   6 = "More than 60 teachers"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYG10EP
   1 = "1-99 students"
   2 = "100-199 students"
   3 = "200-299 students"
   4 = "300-399 students"
   5 = "400-549 students"
   6 = "550-699 students"
   7 = "700 or more students"
   -8 = "Survey component legitimate skip/NA"
BYL01
   1 = "Centralized in one area"
   2 = "Decentralized"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL02
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL03A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL03B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL03C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL03D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL03E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL03F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL04
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL05
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06AA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06AB
   0 = "0 librarians"
   1 = "1 librarian"
   2 = "2 librarians"
   3 = "3 librarians"
   4 = "4 librarians"
   5 = "5 or more librarians"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06AC
   0 = "0 librarians"
   1 = "1 librarian"
   2 = "2 librarians"
   3 = "3 librarians"
   4 = "4 librarians"
   5 = "5 or more librarians"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06BA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06BB
   0 = "0 teachers"
   1 = "1 teacher"
   2 = "2 teachers"
   3 = "3 teachers"
   4 = "4 teachers"
   5 = "5 teachers"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06BC
   0 = "0 teachers"
   1 = "1 teacher"
   2 = "2 teachers"
   3 = "3 teachers"
   5 = "5 teachers"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06CA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06CB
   0 = "0 professionals"
   1 = "1 professional"
   2 = "2 professionals"
   3 = "3 professionals"
   4 = "4 professionals"
   5 = "5 or more professionals"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06CC
   0 = "0 professionals"
   1 = "1 professional"
   2 = "2 professionals"
   3 = "3 professionals"
   5 = "5 or more professionals"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06DA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06DB
   0 = "0 aides"
   1 = "1 aide"
   2 = "2 aides"
   3 = "3 aides"
   4 = "4 aides"
   5 = "5 or more aides"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL06DC
   0 = "0 aides"
   1 = "1 aide"
   2 = "2 aides"
   3 = "3 aides"
   4 = "4 aides"
   5 = "5 or more aides"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL07
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL08A
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL08B
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL09
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL10
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11AA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11AB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11AC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11AD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11AE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11BA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11BB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11BC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11BD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11BE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11CA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11CB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11CC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11CD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11CE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11DA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11DB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11DC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11DD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11DE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11EA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11EB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11EC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11ED
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11EE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11FA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11FB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11FC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11FD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11FE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11GA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11GB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11GC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11GD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11GE
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11HA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11HB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11HC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11HD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11HE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11IA
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11IB
   1 = "1 year or less"
   2 = "2 years"
   3 = "3 years or more"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11IC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11ID
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11IE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYL11JA
   0 = "No"
   1 = "Yes"
